"Vertical Axis: Request Hierarchy","Horizontal Axis: Time Since Start of Test [ms] (time values are fractions of a day)"
"77272.1415710656","0","CLICK User:13 Request:16"
"77586.9472237393","0","CLICK User:5 Request:47"
"77705.2368387602","0","CLICK User:11 Request:24"
"77716.6868973571","0","CLICK User:12 Request:20"
"77778.8931274785","0","CLICK User:16 Request:5"
"77791.1650782432","0","CLICK User:6 Request:43"
"77820.1089803313","0","CLICK User:10 Request:28"
"77827.6998892317","0","CLICK User:4 Request:51"
"77841.1306464928","0","CLICK User:15 Request:9"
"77860.6395505574","0","CLICK User:9 Request:32"
"77884.2730011775","0","CLICK User:14 Request:13"
"78132.7462009836","0","CLICK User:8 Request:36"
"78151.3538731878","0","CLICK User:3 Request:55"
"78244.2198659327","0","CLICK User:7 Request:40"
"78257.3117533094","0","CLICK User:2 Request:59"
"78263.5200842565","0","CLICK User:1 Request:62"
"78282.3395152177","0","CLICK User:17 Request:2"
"78524.483418982","0","CLICK User:13 Request:17"
"78837.9464429138","0","CLICK User:5 Request:48"
"79026.6103652839","0","CLICK User:12 Request:21"
"79047.0671551831","0","CLICK User:11 Request:25"
"79102.659974941","0","CLICK User:16 Request:6"
"79141.4741259015","0","CLICK User:6 Request:44"
"79156.9841977123","0","CLICK User:10 Request:29"
"79166.5278687655","0","CLICK User:15 Request:10"
"79178.4791083783","0","CLICK User:4 Request:52"
